,req_id,run,redundancy,comprehensiveness,team
132,CrisisFACTS-004-r10,Siena.WikiTrigrams1,0.15789473684210525,0.07142857142857142,
133,CrisisFACTS-004-r10,baseline.v1,0.2,0.09523809523809523,
134,CrisisFACTS-004-r10,baseline.v2,0.225,0.11904761904761904,
135,CrisisFACTS-004-r10,nut-kslab01,0.15789473684210525,0.07142857142857142,
136,CrisisFACTS-004-r10,Thesis_Retriver,0.25,0.07142857142857142,thesis.v1
137,CrisisFACTS-004-r10,IRLabIITBHU_BM25_1,0.07894736842105263,0.047619047619047616,
138,CrisisFACTS-004-r10,IRLabIITBHU_DFReeKLIM_1,0.225,0.11904761904761904,
139,CrisisFACTS-004-r11,Thesis_Retriver,0.275,0.07142857142857142,thesis.v1
140,CrisisFACTS-004-r11,Siena.WikiTrigrams1,0.3157894736842105,0.07142857142857142,
141,CrisisFACTS-004-r11,nut-kslab01,0.15,0.03571428571428571,
142,CrisisFACTS-004-r11,IRLabIITBHU_DFReeKLIM_1,0.225,0.05952380952380952,
143,CrisisFACTS-004-r11,baseline.v1,0.34210526315789475,0.08333333333333333,
144,CrisisFACTS-004-r11,nm-gpt35,0.825,0.2261904761904762,
145,CrisisFACTS-004-r11,nm-gpt35-bm25,0.575,0.14285714285714285,
146,CrisisFACTS-004-r11,IRLabIITBHU_BM25_1,0.15,0.03571428571428571,
147,CrisisFACTS-004-r11,baseline.v2,0.275,0.07142857142857142,
148,CrisisFACTS-004-r11,Human_Info_Lab-FM-B,0.525,0.14285714285714285,
149,CrisisFACTS-004-r11,V-TorontoMU_USE_4,0.2,0.05952380952380952,
150,CrisisFACTS-004-r11,Human_Info_Lab-FM-A,0.35,0.09523809523809523,
151,CrisisFACTS-004-r11,llama,0.7777777777777778,0.16666666666666666,
152,CrisisFACTS-004-r11,Siena.FactTrigrams1,0.375,0.09523809523809523,
153,CrisisFACTS-004-r12,nm-gpt35-bm25,0.4444444444444444,0.14545454545454545,
154,CrisisFACTS-004-r12,Siena.WikiTrigrams1,0.35,0.12727272727272726,
155,CrisisFACTS-004-r12,Human_Info_Lab-FM-B,0.35,0.12727272727272726,
156,CrisisFACTS-004-r12,Siena.FactTrigrams1,0.2,0.07272727272727272,
157,CrisisFACTS-004-r12,V-TorontoMU_USE_4,0.15,0.05454545454545454,
158,CrisisFACTS-004-r12,nm-gpt35,0.6944444444444444,0.23636363636363636,
159,CrisisFACTS-004-r12,llama,0.6,0.21818181818181817,
160,CrisisFACTS-004-r12,Human_Info_Lab-FM-A,0.025,0.01818181818181818,
161,CrisisFACTS-004-r12,nut-kslab01,0.225,0.09090909090909091,
162,CrisisFACTS-004-r12,Thesis_Retriver,0.275,0.10909090909090909,thesis.v1
163,CrisisFACTS-004-r12,IRLabIITBHU_DFReeKLIM_1,0.34210526315789475,0.12727272727272726,
164,CrisisFACTS-004-r12,baseline.v2,0.34210526315789475,0.12727272727272726,
165,CrisisFACTS-004-r12,IRLabIITBHU_BM25_1,0.23684210526315788,0.09090909090909091,
166,CrisisFACTS-004-r12,baseline.v1,0.18421052631578946,0.07272727272727272,
167,CrisisFACTS-004-r13,nm-gpt35-bm25,0.775,0.14953271028037382,
168,CrisisFACTS-004-r13,llama,0.8157894736842105,0.14953271028037382,
169,CrisisFACTS-004-r13,V-TorontoMU_USE_4,0.175,0.037383177570093455,
170,CrisisFACTS-004-r13,nm-gpt35,1.0,0.1588785046728972,
171,CrisisFACTS-004-r13,Thesis_Retriver,0.5,0.09345794392523364,thesis.v1
172,CrisisFACTS-004-r13,Human_Info_Lab-FM-A,0.47368421052631576,0.09345794392523364,
173,CrisisFACTS-004-r13,IRLabIITBHU_BM25_1,0.425,0.08411214953271028,
174,CrisisFACTS-004-r13,baseline.v2,0.425,0.08411214953271028,
175,CrisisFACTS-004-r13,baseline.v1,0.4,0.07476635514018691,
176,CrisisFACTS-004-r13,IRLabIITBHU_DFReeKLIM_1,0.2,0.037383177570093455,
177,CrisisFACTS-004-r13,Human_Info_Lab-FM-B,0.8,0.1588785046728972,
178,CrisisFACTS-004-r13,Siena.FactTrigrams1,0.475,0.09345794392523364,
179,CrisisFACTS-004-r13,nut-kslab01,0.1,0.018691588785046728,
180,CrisisFACTS-004-r13,Siena.WikiTrigrams1,0.65,0.1308411214953271,
181,CrisisFACTS-004-r14,nm-gpt35-bm25,0.65,0.19402985074626866,
182,CrisisFACTS-004-r14,Human_Info_Lab-FM-B,0.45,0.13432835820895522,
183,CrisisFACTS-004-r14,V-TorontoMU_USE_4,0.05,0.014925373134328358,
184,CrisisFACTS-004-r14,llama,0.45,0.13432835820895522,
185,CrisisFACTS-004-r14,Human_Info_Lab-FM-A,0.15,0.04477611940298507,
186,CrisisFACTS-004-r14,nm-gpt35,0.7,0.22388059701492538,
187,CrisisFACTS-004-r14,IRLabIITBHU_BM25_1,0.15,0.04477611940298507,
188,CrisisFACTS-004-r14,Thesis_Retriver,0.3,0.08955223880597014,thesis.v1
189,CrisisFACTS-004-r14,Siena.WikiTrigrams1,0.15,0.04477611940298507,
190,CrisisFACTS-004-r14,baseline.v1,0.35,0.1044776119402985,
191,CrisisFACTS-004-r14,baseline.v2,0.35,0.1044776119402985,
192,CrisisFACTS-004-r14,IRLabIITBHU_DFReeKLIM_1,0.2,0.05970149253731343,
193,CrisisFACTS-004-r14,nut-kslab01,0.15,0.04477611940298507,
194,CrisisFACTS-004-r14,Siena.FactTrigrams1,0.35,0.1044776119402985,
195,CrisisFACTS-004-r15,nm-gpt35-bm25,0.275,0.08,
196,CrisisFACTS-004-r15,Human_Info_Lab-FM-A,0.1,0.02666666666666667,
197,CrisisFACTS-004-r15,llama,0.631578947368421,0.16,
198,CrisisFACTS-004-r15,Human_Info_Lab-FM-B,0.225,0.06666666666666667,
199,CrisisFACTS-004-r15,nm-gpt35,0.9,0.24,
200,CrisisFACTS-004-r15,V-TorontoMU_USE_4,0.15,0.04,
201,CrisisFACTS-004-r15,Thesis_Retriver,0.45,0.12,thesis.v1
202,CrisisFACTS-004-r15,baseline.v2,0.4,0.10666666666666667,
203,CrisisFACTS-004-r15,IRLabIITBHU_BM25_1,0.25,0.06666666666666667,
204,CrisisFACTS-004-r15,IRLabIITBHU_DFReeKLIM_1,0.3,0.08,
205,CrisisFACTS-004-r15,Siena.FactTrigrams1,0.2894736842105263,0.08,
206,CrisisFACTS-004-r15,Siena.WikiTrigrams1,0.775,0.22666666666666666,
207,CrisisFACTS-004-r15,baseline.v1,0.4,0.10666666666666667,
208,CrisisFACTS-004-r15,nut-kslab01,0.2,0.05333333333333334,
209,CrisisFACTS-004-r16,llama,0.85,0.25,
210,CrisisFACTS-004-r16,nm-gpt35-bm25,0.4473684210526316,0.1323529411764706,
211,CrisisFACTS-004-r16,Human_Info_Lab-FM-B,0.05,0.014705882352941176,
212,CrisisFACTS-004-r16,Human_Info_Lab-FM-A,0.21052631578947367,0.058823529411764705,
213,CrisisFACTS-004-r16,Thesis_Retriver,0.25,0.07352941176470588,thesis.v1
214,CrisisFACTS-004-r16,V-TorontoMU_USE_4,0.0,0.0,
215,CrisisFACTS-004-r16,nm-gpt35,0.8235294117647058,0.22058823529411764,
216,CrisisFACTS-004-r16,Siena.FactTrigrams1,0.25,0.07352941176470588,
217,CrisisFACTS-004-r16,Siena.WikiTrigrams1,0.4,0.11764705882352941,
218,CrisisFACTS-004-r16,baseline.v1,0.15,0.04411764705882353,
219,CrisisFACTS-004-r16,IRLabIITBHU_DFReeKLIM_1,0.15,0.04411764705882353,
220,CrisisFACTS-004-r16,IRLabIITBHU_BM25_1,0.35,0.10294117647058823,
221,CrisisFACTS-004-r16,baseline.v2,0.3,0.08823529411764706,
222,CrisisFACTS-004-r16,nut-kslab01,0.0,0.0,
223,CrisisFACTS-004-r17,nm-gpt35,0.7941176470588235,0.22580645161290322,
224,CrisisFACTS-004-r17,nm-gpt35-bm25,0.5263157894736842,0.1774193548387097,
225,CrisisFACTS-004-r17,Human_Info_Lab-FM-A,0.15,0.04838709677419355,
226,CrisisFACTS-004-r17,Thesis_Retriver,0.35,0.11290322580645161,thesis.v1
227,CrisisFACTS-004-r17,IRLabIITBHU_DFReeKLIM_1,0.2631578947368421,0.08064516129032258,
228,CrisisFACTS-004-r17,Human_Info_Lab-FM-B,0.45,0.14516129032258066,
229,CrisisFACTS-004-r17,V-TorontoMU_USE_4,0.1,0.03225806451612903,
230,CrisisFACTS-004-r17,llama,0.25,0.08064516129032258,
231,CrisisFACTS-004-r17,baseline.v2,0.15,0.04838709677419355,
232,CrisisFACTS-004-r17,Siena.FactTrigrams1,0.35,0.11290322580645161,
233,CrisisFACTS-004-r17,baseline.v1,0.15,0.04838709677419355,
234,CrisisFACTS-004-r17,Siena.WikiTrigrams1,0.5263157894736842,0.16129032258064516,
235,CrisisFACTS-004-r17,IRLabIITBHU_BM25_1,0.15,0.04838709677419355,
236,CrisisFACTS-004-r17,nut-kslab01,0.21052631578947367,0.06451612903225806,
237,CrisisFACTS-004-r18,Human_Info_Lab-FM-B,0.35,0.0945945945945946,
238,CrisisFACTS-004-r18,nm-gpt35-bm25,0.6842105263157895,0.17567567567567569,
239,CrisisFACTS-004-r18,Human_Info_Lab-FM-A,0.1,0.02702702702702703,
240,CrisisFACTS-004-r18,nm-gpt35,0.825,0.24324324324324326,
241,CrisisFACTS-004-r18,V-TorontoMU_USE_4,0.0,0.0,
242,CrisisFACTS-004-r18,llama,0.525,0.14864864864864866,
243,CrisisFACTS-004-r18,Siena.WikiTrigrams1,0.47368421052631576,0.12162162162162163,
244,CrisisFACTS-004-r18,Thesis_Retriver,0.45,0.12162162162162163,thesis.v1
245,CrisisFACTS-004-r18,nut-kslab01,0.47368421052631576,0.12162162162162163,
246,CrisisFACTS-004-r18,baseline.v2,0.4,0.10810810810810811,
247,CrisisFACTS-004-r18,baseline.v1,0.5,0.10810810810810811,
248,CrisisFACTS-004-r18,IRLabIITBHU_BM25_1,0.42105263157894735,0.10810810810810811,
249,CrisisFACTS-004-r18,Siena.FactTrigrams1,0.2631578947368421,0.08108108108108109,
250,CrisisFACTS-004-r18,IRLabIITBHU_DFReeKLIM_1,0.2631578947368421,0.06756756756756757,
251,CrisisFACTS-004-r19,Siena.WikiTrigrams1,0.3,0.14,
252,CrisisFACTS-004-r19,IRLabIITBHU_DFReeKLIM_1,0.15,0.08,
253,CrisisFACTS-004-r19,Human_Info_Lab-FM-B,0.25,0.1,
254,CrisisFACTS-004-r19,V-TorontoMU_USE_4,0.1,0.04,
255,CrisisFACTS-004-r19,Thesis_Retriver,0.2,0.1,thesis.v1
256,CrisisFACTS-004-r19,nut-kslab01,0.10526315789473684,0.06,
257,CrisisFACTS-004-r19,baseline.v2,0.15,0.08,
258,CrisisFACTS-004-r19,baseline.v1,0.1,0.06,
259,CrisisFACTS-004-r19,nm-gpt35-bm25,0.4411764705882353,0.16,
260,CrisisFACTS-004-r19,llama,0.45,0.18,
261,CrisisFACTS-004-r19,nm-gpt35,0.625,0.26,
262,CrisisFACTS-004-r19,Human_Info_Lab-FM-A,0.05,0.02,
263,CrisisFACTS-004-r19,IRLabIITBHU_BM25_1,0.25,0.12,
264,CrisisFACTS-004-r19,Siena.FactTrigrams1,0.2,0.08,
265,CrisisFACTS-004-r20,IRLabIITBHU_BM25_1,0.05,0.022727272727272728,
266,CrisisFACTS-004-r20,nm-gpt35-bm25,0.4,0.18181818181818182,
267,CrisisFACTS-004-r20,Human_Info_Lab-FM-A,0.0,0.0,
268,CrisisFACTS-004-r20,Human_Info_Lab-FM-B,0.15,0.06818181818181818,
269,CrisisFACTS-004-r20,llama,0.625,0.29545454545454547,
270,CrisisFACTS-004-r20,V-TorontoMU_USE_4,0.0,0.0,
271,CrisisFACTS-004-r20,nm-gpt35,0.6578947368421053,0.29545454545454547,
272,CrisisFACTS-004-r20,Thesis_Retriver,0.1,0.045454545454545456,thesis.v1
273,CrisisFACTS-004-r20,baseline.v1,0.05,0.022727272727272728,
274,CrisisFACTS-004-r20,baseline.v2,0.125,0.06818181818181818,
275,CrisisFACTS-004-r20,nut-kslab01,0.1,0.045454545454545456,
276,CrisisFACTS-004-r20,IRLabIITBHU_DFReeKLIM_1,0.175,0.09090909090909091,
277,CrisisFACTS-004-r20,Siena.FactTrigrams1,0.10526315789473684,0.045454545454545456,
278,CrisisFACTS-004-r20,Siena.WikiTrigrams1,0.175,0.09090909090909091,
279,CrisisFACTS-004-r21,Human_Info_Lab-FM-A,0.05,0.022222222222222223,
280,CrisisFACTS-004-r21,nm-gpt35-bm25,0.23684210526315788,0.1111111111111111,
281,CrisisFACTS-004-r21,Human_Info_Lab-FM-B,0.175,0.08888888888888889,
282,CrisisFACTS-004-r21,V-TorontoMU_USE_4,0.0,0.0,
283,CrisisFACTS-004-r21,IRLabIITBHU_BM25_1,0.1,0.044444444444444446,
284,CrisisFACTS-004-r21,IRLabIITBHU_DFReeKLIM_1,0.4,0.17777777777777778,
285,CrisisFACTS-004-r21,baseline.v2,0.25,0.1111111111111111,
286,CrisisFACTS-004-r21,Thesis_Retriver,0.3,0.13333333333333333,thesis.v1
287,CrisisFACTS-004-r21,nm-gpt35,0.6388888888888888,0.26666666666666666,
288,CrisisFACTS-004-r21,Siena.FactTrigrams1,0.25,0.1111111111111111,
289,CrisisFACTS-004-r21,Siena.WikiTrigrams1,0.4,0.17777777777777778,
290,CrisisFACTS-004-r21,baseline.v1,0.2631578947368421,0.1111111111111111,
291,CrisisFACTS-004-r21,nut-kslab01,0.25,0.1111111111111111,
292,CrisisFACTS-004-r21,llama,0.25,0.1111111111111111,
293,CrisisFACTS-004-r22,nm-gpt35-bm25,0.2222222222222222,0.22727272727272727,
294,CrisisFACTS-004-r22,Siena.WikiTrigrams1,0.4,0.36363636363636365,
295,CrisisFACTS-004-r22,nut-kslab01,0.25,0.22727272727272727,
296,CrisisFACTS-004-r22,baseline.v2,0.2,0.18181818181818182,
297,CrisisFACTS-004-r22,IRLabIITBHU_DFReeKLIM_1,0.2,0.18181818181818182,
298,CrisisFACTS-004-r22,Human_Info_Lab-FM-B,0.2,0.18181818181818182,
299,CrisisFACTS-004-r22,baseline.v1,0.25,0.22727272727272727,
300,CrisisFACTS-004-r22,IRLabIITBHU_BM25_1,0.25,0.22727272727272727,
301,CrisisFACTS-004-r22,Siena.FactTrigrams1,0.3684210526315789,0.3181818181818182,
302,CrisisFACTS-004-r22,Thesis_Retriver,0.25,0.22727272727272727,thesis.v1
303,CrisisFACTS-004-r22,nm-gpt35,0.39285714285714285,0.3181818181818182,
304,CrisisFACTS-004-r22,Human_Info_Lab-FM-A,0.0,0.0,
305,CrisisFACTS-004-r22,V-TorontoMU_USE_4,0.25,0.22727272727272727,
306,CrisisFACTS-006-r4,llama,0.5,0.15873015873015872,
307,CrisisFACTS-006-r4,V-TorontoMU_USE_4,0.2,0.07936507936507936,
308,CrisisFACTS-006-r4,Human_Info_Lab-FM-A,0.35,0.1111111111111111,
309,CrisisFACTS-006-r4,nm-gpt35-bm25,0.45,0.14285714285714285,
310,CrisisFACTS-006-r4,Human_Info_Lab-FM-B,0.3,0.09523809523809523,
311,CrisisFACTS-006-r4,nm-gpt35,0.8125,0.20634920634920634,
312,CrisisFACTS-006-r4,Siena.FactTrigrams1,0.325,0.1111111111111111,
313,CrisisFACTS-006-r4,IRLabIITBHU_DFReeKLIM_1,0.525,0.1746031746031746,
314,CrisisFACTS-006-r4,baseline.v2,0.525,0.1746031746031746,
315,CrisisFACTS-006-r4,Siena.WikiTrigrams1,0.375,0.12698412698412698,
316,CrisisFACTS-006-r4,baseline.v1,0.425,0.14285714285714285,
317,CrisisFACTS-006-r4,IRLabIITBHU_BM25_1,0.4,0.15873015873015872,
318,CrisisFACTS-006-r4,nut-kslab01,0.5,0.1746031746031746,
319,CrisisFACTS-006-r5,Human_Info_Lab-FM-A,0.275,0.09230769230769231,
320,CrisisFACTS-006-r5,nm-gpt35-bm25,0.75,0.23076923076923078,
321,CrisisFACTS-006-r5,nm-gpt35,0.7777777777777778,0.2153846153846154,
322,CrisisFACTS-006-r5,llama,0.425,0.13846153846153847,
323,CrisisFACTS-006-r5,Thesis_Retriver,0.25,0.07692307692307693,thesis.v1
324,CrisisFACTS-006-r5,Human_Info_Lab-FM-B,0.65,0.2,
325,CrisisFACTS-006-r5,V-TorontoMU_USE_4,0.0,0.0,
326,CrisisFACTS-006-r5,IRLabIITBHU_BM25_1,0.1111111111111111,0.03076923076923077,
327,CrisisFACTS-006-r5,Siena.FactTrigrams1,0.2894736842105263,0.09230769230769231,
